Full_Name;Name;Species;Family;Genus;Temperature;Temp_test;pH;pH_test;Inactivation;CT[mg*min/L]or[mWs/cm2];CT_test;Disinfectant;Source;Reference;GenomeT;GenomeS;GenomeSeg;Envelope;Cell;Method 
Adenovirus 40;Adenovirus 40;Adenovirus F;Adenoviridae;Mastadenovirus;5 to 7;6;7;7;99;< 0.1 and < 0.2;0.2;Ozone;ODF;Jacangelo et al. (2002);DNA;ds;N;N;NA;NA
Adenovirus 40;Adenovirus 40;Adenovirus F;Adenoviridae;Mastadenovirus;5;5;7;7;99.99;0.07 to 0.6;0.335;Ozone;BDF;Thurston-Enriquez et al. (2005a);DNA;ds;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;5;5;7;7;99;< 0.01 and < 0.14;0.14;Ozone;BDF;Jacangelo et al. (2002);RNA;ss;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;5;5;7;7;99.99;< 0.01 to 0.03;0.03;Ozone;BDF;Thurston-Enriquez et al. (2005a);RNA;ss;N;N;NA;NA
Norovirus;Norovirus;Norovirus;Calciviridae;Norovirus;5;5;7;7;99.9;0.06;0.06;Ozone;NA;Shin et al. (2003);RNA;ss;N;N;NA;NA
Poliovirus 1;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;5;5;7.2;7.2;99;< 0.04;0.04;Ozone;NA;SDWC (1980);RNA;ss;N;N;NA;NA
Poliovirus 1;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;20;20;7;7;99;< 0.005;0.005;Ozone;NA;SDWC (1980);RNA;ss;N;N;NA;NA
Poliovirus 1;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;24;24;7;7;99;0.12;0.12;Ozone;NA;SDWC (1980);RNA;ss;N;N;NA;NA
Poliovirus 1;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;25;25;7;7;99;0.42;0.42;Ozone;NA;SDWC (1980);RNA;ss;N;N;NA;NA
Poliovirus 1;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;5;5;7.2;7.2;99;0.2;0.2;Ozone;BDF;Roy et al. (1982);RNA;ss;N;N;NA;NA
Poliovirus 2;Poliovirus 2;Enterovirus C;Picornaviridae;Enterovirus;25;25;7.2;7.2;99;0.72;0.72;Ozone;BDF;Roy et al. (1982);RNA;ss;N;N;NA;NA
Coxsackievirus A9;Coxsackievirus A9;Enterovirus B;Picornaviridae;Enterovirus;20;20;7;7;99;0.0043;0.0043;Ozone;ODF;Emerson et al. (1982);RNA;ss;N;N;NA;NA
Coxsackievirus A9;Coxsackievirus A9;Enterovirus B;Picornaviridae;Enterovirus;20;20;7;7;99.2;0.0033;0.0033;Ozone;ODF;Emerson et al. (1982);RNA;ss;N;N;NA;NA
Coxsackievirus B5;Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.2;7.2;99;1.3;1.3;Ozone;ASE;Harakeh et al. (1985);RNA;ss;N;N;NA;NA
Coxsackievirus B5;Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.2;7.2;99;0.64;0.64;Ozone;ASE;Harakeh et al. (1985);RNA;ss;N;N;NA;NA
Coxsackievirus B3;Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;25;25;7;7;99;0.095;0.095;Ozone;NA;SDWC (1980);RNA;ss;N;N;NA;NA
Coxsackievirus B3;Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;25;25;7;7;99.9;0.6;0.6;Ozone;NA;SDWC (1980);RNA;ss;N;N;NA;NA
Coxsackievirus B5;Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;25;25;7;7;99;0.053;0.053;Ozone;NA;SDWC (1980);RNA;ss;N;N;NA;NA
Coxsackievirus B5;Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;25;25;7;7;99.9;0.076;0.076;Ozone;NA;SDWC (1980);RNA;ss;N;N;NA;NA
Echovirus 1;Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;20;20;7.2;7.2;99;2.6;2.6;Ozone;ASE;Harakeh et al. (1985);RNA;ss;N;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;4;4;6 to 8;6 to 8;99;0.019 to 0.064;0.0415;Ozone;NA;Vaughn et al. (1987);RNA;ds;Y;N;NA;NA
Hepatitis A;Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;10;10;6;6;> 99.9999;< 0.098;0.098;Ozone;PBW;Hall et al. (1993);RNA;ss;N;N;NA;NA
Hepatitis A;Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;6;6;8.1;8.1;> 99.99;< 0.16;0.16;Ozone;PBW;Hall et al. (1993);RNA;ss;N;N;NA;NA
Hepatitis A;Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;5;5;9.9;9.9;> 99.99;< 0.115;0.115;Ozone;PBW;Hall et al. (1993);RNA;ss;N;N;NA;NA
Hepatitis A;Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;3;3;8.3;8.3;> 99.99;< 0.027;0.027;Ozone;PBW;Hall et al. (1993);RNA;ss;N;N;NA;NA
Adenovirus 40 ATCC Dugan;Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;NA;NA;NA;NA;90;29.5;29.5;UV;SDW;Meng et al. (1996);DNA;ds;N;N;NA;NA
Adenovirus 40 ATCC Dugan;Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;NA;NA;NA;NA;99;59.4;59.4;UV;SDW;Meng et al. (1996);DNA;ds;N;N;NA;NA
Adenovirus 40 ATCC Dugan;Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;NA;NA;NA;NA;99.9;89.8;89.8;UV;SDW;Meng et al. (1996);DNA;ds;N;N;NA;NA
Adenovirus 40 ATCC Dugan;Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;NA;NA;NA;NA;99.99;120.9;120.9;UV;SDW;Meng et al. (1996);DNA;ds;N;N;NA;NA
Adenovirus 41 ATCC TAK;Adenovirus 41;Adenovirus F;Adenoviridae;Adenovirus;NA;NA;NA;NA;90;23.6;23.6;UV;SDW;Meng et al. (1996);DNA;ds;N;N;NA;NA
Adenovirus 41 ATCC TAK;Adenovirus 41;Adenovirus F;Adenoviridae;Adenovirus;NA;NA;NA;NA;99;50;50;UV;SDW;Meng et al. (1996);DNA;ds;N;N;NA;NA
Adenovirus 41 ATCC TAK;Adenovirus 41;Adenovirus F;Adenoviridae;Adenovirus;NA;NA;NA;NA;99.9;88;88;UV;SDW;Meng et al. (1996);DNA;ds;N;N;NA;NA
Adenovirus 41 ATCC TAK;Adenovirus 41;Adenovirus F;Adenoviridae;Adenovirus;NA;NA;NA;NA;99.99;111.8;111.8;UV;SDW;Meng et al. (1996);DNA;ds;N;N;NA;NA
Adenovirus 40;Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;NA;NA;NA;NA;90;58;58;UV;SDW;Jacangelo et al. (2002);DNA;ds;N;N;NA;NA
Adenovirus 40;Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;NA;NA;NA;NA;99;111;111;UV;SDW;Jacangelo et al. (2002);DNA;ds;N;N;NA;NA
Adenovirus 40;Adenovirus 40;Adenovirus F;Adenoviridae;Adenovirus;NA;NA;NA;NA;99.9;170;170;UV;SDW;Jacangelo et al. (2002);DNA;ds;N;N;NA;NA
Adenovirus 2;Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;NA;NA;NA;NA;90;78;78;UV;PBW;USEPA (2002);DNA;ds;N;N;NA;NA
Adenovirus 2;Adenovirus 2;Adenovirus C;Adenoviridae;Adenovirus;NA;NA;NA;NA;99.9;119;119;UV;PBW;USEPA (2002);DNA;ds;N;N;NA;NA
Adenovirus;Adenovirus;NA;Adenoviridae;Adenovirus;NA;NA;NA;NA;99.99;186;186;UV;TAP;Malley et al. (2000);DNA;ds;N;N;NA;NA
Adenovirus 2, 15, 40, 41;Adenovirus 2, 15, 40, 41;NA;Adenoviridae;Adenovirus;NA;NA;NA;NA;90;42 (LP);42;UV;NA;Hijnen et al. (2006);DNA;ds;N;N;NA;NA
Adenovirus 2, 41;Adenovirus 2, 41;NA;Adenoviridae;Adenovirus;NA;NA;NA;NA;90;25 (MP);25;UV;NA;Hijnen et al. (2006);DNA;ds;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;90;9;9;UV;BDF;Jacangelo et al. (2002);RNA;ss;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;90;16.8;16.8;UV;PBW;USEPA (2002);RNA;ss;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;99;17;17;UV;BDF;Jacangelo et al. (2002);RNA;ss;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;99;22;22;UV;NA;Duizer et al. (2004);RNA;ss;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;99.9;25.2;25.2;UV;PBW;USEPA (2002);RNA;ss;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;99.9;34;34;UV;NA;Duizer et al. (2004);RNA;ss;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;99.9;26;26;UV;BDF;Jacangelo et al. (2002);RNA;ss;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;99.9;12;12;UV;NA;De Roda Husman et al. (2004);RNA;ss;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;99.99;38;38;UV;NA;Hijnen et al. (2006);RNA;ss;N;N;NA;NA
Bovine calcivirus;Bovine calcivirus;Bovine calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;99.99;21;21;UV;NA;Hijnen et al. (2006);RNA;ss;N;N;NA;NA
Canine calcivirus;Canine calcivirus;Canine calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;99.99;41;41;UV;NA;Hijnen et al. (2006);RNA;ss;N;N;NA;NA
Canine calcivirus;Canine calcivirus;Canine calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;90;21;21;UV;NA;Duizer et al. (2004);RNA;ss;N;N;NA;NA
Canine calcivirus;Canine calcivirus;Canine calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;99.9;34;34;UV;NA;Duizer et al. (2004);RNA;ss;N;N;NA;NA
Canine calcivirus;Canine calcivirus;Canine calcivirus;Calciviridae;Vesivirus;NA;NA;NA;NA;99.9;20;20;UV;NA;De Roda Husman et al. (2004);RNA;ss;N;N;NA;NA
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;NA;NA;NA;NA;90;10;10;UV;PBS;Lee et al. (2008);RNA;ss;N;N;NA;NA
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;NA;NA;NA;NA;99.84;20;20;UV;PBS;Lee et al. (2008);RNA;ss;N;N;NA;NA
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;NA;NA;NA;NA;99.95;25;25;UV;PBS;Lee et al. (2008);RNA;ss;N;N;NA;NA
Murine norovirus;Murine norovirus;Murine norovirus;Calciviridae;Norovirus;NA;NA;NA;NA;99.999;30;30;UV;PBS;Lee et al. (2008);RNA;ss;N;N;NA;NA
Poliovirus 1 LSc2ab;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;NA;NA;NA;NA;90;4;4;UV;SDW;Meng et al. (1996);RNA;ss;N;N;NA;NA
Poliovirus 1 LSc2ab;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;NA;NA;NA;NA;99;9;9;UV;SDW;Meng et al. (1996);RNA;ss;N;N;NA;NA
Poliovirus 1 LSc2ab;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;NA;NA;NA;NA;99.9;12;12;UV;SDW;Meng et al. (1996);RNA;ss;N;N;NA;NA
Poliovirus 1 LSc2ab;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;NA;NA;NA;NA;99.99;21;21;UV;SDW;Meng et al. (1996);RNA;ss;N;N;NA;NA
Poliovirus 1 ATCC Mahoney;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;NA;NA;NA;NA;90;6;6;UV;NA;Harris et al. (1987);RNA;ss;N;N;NA;NA
Poliovirus 1 ATCC Mahoney;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;NA;NA;NA;NA;99;14;14;UV;NA;Harris et al. (1987);RNA;ss;N;N;NA;NA
Poliovirus 1 ATCC Mahoney;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;NA;NA;NA;NA;99.9;23;23;UV;NA;Harris et al. (1987);RNA;ss;N;N;NA;NA
Poliovirus 1 ATCC Mahoney;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;NA;NA;NA;NA;99.99;30;30;UV;NA;Harris et al. (1987);RNA;ss;N;N;NA;NA
Poliovirus 1 LSc2ab;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;NA;NA;NA;NA;90;5.6;5.6;UV;NA;Chang et al. (1985);RNA;ss;N;N;NA;NA
Poliovirus 1 LSc2ab;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;NA;NA;NA;NA;99;11;11;UV;NA;Chang et al. (1985);RNA;ss;N;N;NA;NA
Poliovirus 1 LSc2ab;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;NA;NA;NA;NA;99.9;16;16;UV;NA;Chang et al. (1985);RNA;ss;N;N;NA;NA
Poliovirus 1 LSc2ab;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;NA;NA;NA;NA;99.99;22;22;UV;NA;Chang et al. (1985);RNA;ss;N;N;NA;NA
Poliovirus 1;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;NA;NA;NA;NA;99.99;30;30;UV;NA;Hijnen et al. (2006);RNA;ss;N;N;NA;NA
Coxsackievirus A;Coxsackievirus A;NA;Picornaviridae;Enterovirus;NA;NA;NA;NA;99.99;30;30;UV;NA;Malley et al. (2000);RNA;ss;N;N;NA;NA
Coxsackievirus B5;Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;NA;NA;NA;NA;90;6.9;6.9;UV;PBW;Battigelli et al. (1993);RNA;ss;N;N;NA;NA
Coxsackievirus B5;Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;NA;NA;NA;NA;99;14;14;UV;PBW;Battigelli et al. (1993);RNA;ss;N;N;NA;NA
Coxsackievirus B5;Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;NA;NA;NA;NA;99.9;21;21;UV;PBW;Battigelli et al. (1993);RNA;ss;N;N;NA;NA
Coxsackievirus B5;Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;NA;NA;NA;NA;90;18;18;UV;PBW;USEPA (2002);RNA;ss;N;N;NA;NA
Coxsackievirus B5;Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;NA;NA;NA;NA;99.9;27;27;UV;PBW;USEPA (2002);RNA;ss;N;N;NA;NA
Coxsackievirus B5;Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;NA;NA;NA;NA;99.99;34;34;UV;NA;Hijnen et al. (2006);RNA;ss;N;N;NA;NA
Coxsackievirus B3;Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;NA;NA;NA;NA;90;16;16;UV;PBW;USEPA (2002);RNA;ss;N;N;NA;NA
Coxsackievirus B3;Coxsackievirus B3;Enterovirus B;Picornaviridae;Enterovirus;NA;NA;NA;NA;99.9;24.5;24.5;UV;PBW;USEPA (2002);RNA;ss;N;N;NA;NA
Coxsackievirus A9;Coxsackievirus A9;Enterovirus B;Picornaviridae;Enterovirus;NA;NA;NA;NA;99;1.66;1.66;UV;RSW;Hill et al. (1970);RNA;ss;N;N;NA;NA
Echovirus 1;Echovirus 1;Enterovirus B;Picornaviridae;Enterovirus;NA;NA;NA;NA;99;1.25;1.25;UV;RSW;Hill et al. (1970);RNA;ss;N;N;NA;NA
Echovirus 11;Echovirus 11;Enterovirus B;Picornaviridae;Enterovirus;NA;NA;NA;NA;99;1.41;1.41;UV;RSW;Hill et al. (1970);RNA;ss;N;N;NA;NA
Rotavirus WA;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;99.99;50;50;UV;TAP;Malley et al. (2000);RNA;ds;Y;N;NA;NA
Rotavirus SA2;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;99.99;40;40;UV;TAP;Malley et al. (2000);RNA;ds;Y;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;90;8;8;UV;NA;Montiel et al. (1990);RNA;ds;Y;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;90;7.6;7.6;UV;NA;Battigelli et al. (1993);RNA;ds;Y;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;99;15;15;UV;NA;Battigelli et al. (1993);RNA;ds;Y;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;99.9;23;23;UV;NA;Battigelli et al. (1993);RNA;ds;Y;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;90;7.1;7.1;UV;PBS;Chang et al. (1985);RNA;ds;Y;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;99;15;15;UV;PBS;Chang et al. (1985);RNA;ds;Y;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;99.9;23;23;UV;PBS;Chang et al. (1985);RNA;ds;Y;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;90;9.1;9.1;UV;NA;Wilson et al. (1992);RNA;ds;Y;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;99;19;19;UV;NA;Wilson et al. (1992);RNA;ds;Y;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;99.9;26;26;UV;NA;Wilson et al. (1992);RNA;ds;Y;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;99.99;36;36;UV;NA;Wilson et al. (1992);RNA;ds;Y;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;NA;NA;NA;NA;99.99;39;39;UV;NA;Hijnen et al. (2006);RNA;ds;Y;N;NA;NA
Hepatitis A (with safety factor);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99;39;39;UV;NA;SWTR (1991);RNA;ss;N;N;NA;NA
Hepatitis A (with safety factor);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99.9;21;21;UV;NA;SWTR (1991);RNA;ss;N;N;NA;NA
Hepatitis A (without safety factor);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99;36;36;UV;NA;SWTR (1991);RNA;ss;N;N;NA;NA
Hepatitis A (without safety factor);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99.9;7;7;UV;NA;SWTR (1991);RNA;ss;N;N;NA;NA
Hepatitis A (HM175);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;90;12;12;UV;NA;Battigelli et al. (1993);RNA;ss;N;N;NA;NA
Hepatitis A (HM175);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99;4;4;UV;NA;Battigelli et al. (1993);RNA;ss;N;N;NA;NA
Hepatitis A (HM175);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99.9;8;8;UV;NA;Battigelli et al. (1993);RNA;ss;N;N;NA;NA
Hepatitis A (HM175);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99.99;12;12;UV;NA;Battigelli et al. (1993);RNA;ss;N;N;NA;NA
Hepatitis A (HM175);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;90;16;16;UV;NA;Wilson et al. (1992);RNA;ss;N;N;NA;NA
Hepatitis A (HM175);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99;5.1;5.1;UV;NA;Wilson et al. (1992);RNA;ss;N;N;NA;NA
Hepatitis A (HM175);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99.9;14;14;UV;NA;Wilson et al. (1992);RNA;ss;N;N;NA;NA
Hepatitis A (HM175);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99.99;22;22;UV;NA;Wilson et al. (1992);RNA;ss;N;N;NA;NA
Hepatitis A;Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;90;5.5;5.5;UV;NA;Wiedenmann et al. (1992);RNA;ss;N;N;NA;NA
Hepatitis A;Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99;9.8;9.8;UV;NA;Wiedenmann et al. (1992);RNA;ss;N;N;NA;NA
Hepatitis A;Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99.9;15;15;UV;NA;Wiedenmann et al. (1992);RNA;ss;N;N;NA;NA
Hepatitis A;Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99.99;21;21;UV;NA;Wiedenmann et al. (1992);RNA;ss;N;N;NA;NA
Hepatitis A;Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99.99;6 to 15;10.5;UV;GW;Malley et al. (2000);RNA;ss;N;N;NA;NA
Hepatitis A;Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99.99;16;16;UV;TAP;Malley et al. (2000);RNA;ss;N;N;NA;NA
Hepatitis A;Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;NA;NA;NA;NA;99.99;22;22;UV;NA;Hijnen et al. (2006);RNA;ss;N;N;NA;NA
Adenovirus 40;Adenovirus 40;Adenovirus F;Adenoviridae;Mastadenovirus;5 to 6;5.5;7;7;99;> 360;360;Chloramine;BDF;Jacangelo et al. (2002);DNA;ds;N;N;NA;NA
Adenovirus 40;Adenovirus 40;Adenovirus F;Adenoviridae;Mastadenovirus;5 to 6;5.5;7;7;99;70 to 360;215;Chloramine;BDF;Jacangelo et al. (2002);DNA;ds;N;N;NA;NA
Adenovirus 40;Adenovirus 40;Adenovirus F;Adenoviridae;Mastadenovirus;19 to 20;19.5;7;7;99;60 to 120;90;Chloramine;BDF;Jacangelo et al. (2002);DNA;ds;N;N;NA;NA
Adenovirus 40;Adenovirus 40;Adenovirus F;Adenoviridae;Mastadenovirus;19 to 20;19.5;7;7;99;20;20;Chloramine;BDF;Jacangelo et al. (2002);DNA;ds;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;5 to 6.5;5.75;7;7;99;1 to 15;8;Chloramine;BDF;Jacangelo et al. (2002);RNA;ss;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;6.5;6.5;7;7;99;5;5;Chloramine;BDF;Jacangelo et al. (2002);RNA;ss;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;20 to 23;21.5;7;7;99;1 to 15;8;Chloramine;BDF;Jacangelo et al. (2002);RNA;ss;N;N;NA;NA
Feline calcivirus;Feline calcivirus;Feline calcivirus;Calciviridae;Vesivirus;20 to 24;22;7;7;99;1 to 3;2;Chloramine;BDF;Jacangelo et al. (2002);RNA;ss;N;N;NA;NA
Poliovirus 1;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;19;19;7;7;99;120;120;Chloramine;BDF;Jacangelo et al. (2002);RNA;ss;N;N;NA;NA
Poliovirus 1;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;19;19;7;7;99;180;180;Chloramine;BDF;Jacangelo et al. (2002);RNA;ss;N;N;NA;NA
Poliovirus 1;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;15;15;10;10;99;900;900;Chloramine (mono-);BDF;Jacangelo et al. (2002);RNA;ss;N;N;NA;NA
Poliovirus 1;Poliovirus 1;Enterovirus C;Picornaviridae;Enterovirus;25;25;10;10;99;320;320;Chloramine (mono-);NA;SDWC (1980);RNA;ss;N;N;NA;NA
Coxsackievirus A9;Coxsackievirus A9;Enterovirus B;Picornaviridae;Enterovirus;15;15;4.5;4.5;99;300;300;Chloramine (di-);NA;SDWC (1980);RNA;ss;N;N;NA;NA
Coxsackievirus A9;Coxsackievirus A9;Enterovirus B;Picornaviridae;Enterovirus;15;15;4.5;4.5;99;300;300;Chloramine (di-);NA;Eposito (1974);RNA;ss;N;N;NA;NA
Coxsackievirus A9;Coxsackievirus A9;Enterovirus B;Picornaviridae;Enterovirus;15;15;4.5;4.5;99;300;300;Chloramine (di-);NA;Eposito (1974);RNA;ss;N;N;NA;NA
Rotavirus;Rotavirus;Rotavirus;Reoviridae;Rotavirus;5;5;8 to 9;8.5;99;6480;6480;Chloramine;NA;Eposito (1974);RNA;ds;Y;N;NA;NA
Rotavirus;Rotavirus;Rotavirus;Reoviridae;Rotavirus;25;25;8 to 9;8.5;99;3810;3810;Chloramine;NA;Andriamirado et al. (2005);RNA;ds;Y;N;NA;NA
Rotavirus SA11;Rotavirus;Rotavirus;Reoviridae;Rotavirus;5;5;8;8;99;4034;4034;Chloramine;NA;Andriamirado et al. (2005);RNA;ds;Y;N;NA;NA
Hepatitis A HM175 (dispersed);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;5;5;8;8;99.99;1225;1225;Chloramine (mono-);BDF;Sobsey et al. (1990);RNA;ss;N;N;NA;NA
Hepatitis A HM175 (cell associated);Hepatitis A;Hepatovirus A;Picornaviridae;Hepatovirus;5;5;8;8;99.99;1740;1740;Chloramine (mono-);BDF;Sobsey et al. (1990);RNA;ss;N;N;NA;NA
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;7.5;7.5;99;6.55;6.55;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
Coxsackievirus B5 (Faulkner);Coxsackievirus B5;Enterovirus B;Picornaviridae;Enterovirus;5;5;7.5;7.5;99.9;8.93;8.93;Chlorine;BDF;Canning et al. 2015;RNA;ss;N;N;BGMK;Plaque assay
